bird,power_text,mapped_class,mapped_kwargs,power_source,strict_mapped,semantic_tested_word_for_word,smoke_covered,status,notes,row_signature
Trumpeter Swan,,backend.powers.base.NoPower,{},strict,True,True,True,PASS,No power text on card,713abcad4cdbc013cf578fba
Tufted Titmouse,Play an additional bird in your [forest]. Pay its normal cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 0, ""food_discount"": 0, ""habitat_filter"": ""Habitat.FOREST"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,7ce180b61a359d70cab8b45e
Turkey Vulture,"When another player's [predator] succeeds, gain 1 [die] from the birdfeeder.",backend.powers.templates.strict.PinkPredatorSuccessGainDie,{},strict,True,True,True,PASS,,0d36a0564d8c5a73e19cee35
Twite,"Draw 2 [card] from the deck and add them to your hand. Then, tuck any 2 [card] from your hand behind this bird.",backend.powers.templates.strict.DrawThenTuckFromHand,"{""draw_count"": 2, ""max_tuck"": 2}",strict,True,True,True,PASS,,0f9b4df0f1d99391018af481
Tūī,Copy a brown power on one bird in the [forest] of the player to your left.,backend.powers.templates.special.CopyNeighborBrownPower,"{""direction"": ""left"", ""target_habitat"": ""Habitat.FOREST""}",strict,True,True,True,PASS,,a9807db8cf779fa1f5936c80
Vaux's Swift,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate] from the supply.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 1, ""food_type"": ""FoodType.INVERTEBRATE"", ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,816b2ceed40b88c92881d27e
Verditer Flycatcher,"If you have gained a [invertebrate] from the birdfeeder on this turn, gain 1 [fruit] from the supply.",backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 1, ""food_types"": [""FoodType.INVERTEBRATE"", ""FoodType.FRUIT""], ""may_cache"": false}",strict,True,True,True,PASS,,6d0a6edd2f93e8d99cf13177
Violet Cuckoo,"When another player takes the “lay eggs” action, lay 1 [egg] on another bird with wingspan less than 30 cm. You may go 2 over its egg limit while using this power.",backend.powers.templates.strict.PinkLayEggOnTrigger,"{""nest_types"": null, ""on_self"": false, ""require_another_bird"": true, ""target_overage"": 2, ""wingspan_lt"": 30}",strict,True,True,True,PASS,,eaf3a537ea05bc4f199f4068
Violet-Green Swallow,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 1, ""food_count"": 0, ""food_type"": null, ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,0a69c24ad92a743e74a654ea
Wedge-Tailed Eagle,"Look at a [card] from the deck. If its wingspan is over 65cm, tuck it behind this bird and cache 1 [rodent] from the supply on this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 1, ""cache_food_type"": ""FoodType.RODENT"", ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""gt"", ""wingspan_threshold"": 65}",strict,True,True,True,PASS,,34ae03a1781696fb437e957c
Welcome Swallow,"Tuck 1 [card] from the deck behind each bird in this habitat, including this bird.",backend.powers.templates.strict_more.TuckFromDeckBehindEachBirdInHabitat,"{""habitat"": null}",strict,True,True,True,PASS,,e5eba966fd86b536fdd1e990
Western Meadowlark,All players lay 1 [egg] on any 1 [ground] bird. You may lay 1 [egg] on 1 additional [ground] bird.,backend.powers.templates.strict.AllPlayersLayEggsSelfBonus,"{""all_players_count"": 1, ""nest_filter"": ""NestType.GROUND"", ""self_bonus_count"": 1, ""self_bonus_must_be_distinct_bird"": true}",strict,True,True,True,PASS,,39a7a670b8efbb353ef4a49e
Western Tanager,"Gain 1 [invertebrate] or [fruit] from the birdfeeder, if available.",backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 1, ""food_types"": [""FoodType.INVERTEBRATE"", ""FoodType.FRUIT""], ""may_cache"": false}",strict,True,True,True,PASS,,7b95db578334b32806d95429
White Stork,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card].",backend.powers.templates.strict.WhiteStorkResetTrayThenDraw,{},strict,True,True,True,PASS,,e9b6b788edd4a9a3fac1c8b1
White Wagtail,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",backend.powers.templates.strict.ConditionalAllActionsPlayBird,"{""habitat_filter"": null}",strict,True,True,True,PASS,,bc7d4db3d3c10f7ec9394346
White-Backed Woodpecker,Gain 1 [die] from the birdfeeder.,backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 1, ""food_types"": null, ""may_cache"": false}",strict,True,True,True,PASS,,696862c6cd29c5046089d979
White-Bellied Sea-Eagle,"Reset the birdfeeder. Gain 1 [fish] or 1 [rodent] from the birdfeeder, if there is one, and cache it on this bird.",backend.powers.templates.gain_food.ResetFeederGainFood,"{""cache"": true, ""food_type"": ""FoodType.FISH""}",strict,True,True,True,PASS,,98452cba1a522d66bd66da28
White-Breasted Nuthatch,Cache 1 [seed] from the supply on this bird.,backend.powers.templates.cache_food.CacheFoodFromSupply,"{""count"": 1, ""food_type"": ""FoodType.SEED"", ""spendable"": false}",strict,True,True,True,PASS,,a9c94a61f254c88a98bf7acf
White-Breasted Woodswallow,"Lay 1 [egg] on each bird in your [grassland], including this one.",backend.powers.templates.strict.EndGameLayEggOnEachBirdInHabitat,"{""habitat"": ""Habitat.GRASSLAND""}",strict,True,True,True,PASS,,1093a07bb39f512fd8730ebe
White-Browed Tit-Warbler,"For each bird in your [forest] with an egg on it, roll any 1 [die]. Choose 1 type of food you rolled and gain 1 of that food from the supply.",backend.powers.templates.strict_more.PerEggedBirdInHabitatRollDieGainFood,"{""habitat"": ""Habitat.FOREST""}",strict,True,True,True,PASS,,076065200fada479c0261190
White-Crested Laughingthrush,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate], [seed], or [fruit] from the birdfeeder.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 1, ""food_type"": ""FoodType.INVERTEBRATE"", ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,c8b0a9e8196c37de5c2d2348
White-Crowned Sparrow,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",backend.powers.templates.special.MoveBird,{},strict,True,True,True,PASS,,d0d71709bc2263800c9d1898
White-Faced Heron,"Reset the birdfeeder and gain all [fish], if there are any. You may cache any or all of them on this bird.",backend.powers.templates.strict.ResetFeederGainAllMayCacheAny,"{""food_type"": ""FoodType.FISH""}",strict,True,True,True,PASS,,96fab717c0113c3e8ee02e50
White-Faced Ibis,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.",backend.powers.templates.predator.PredatorDice,"{""cache_count"": 1, ""target_food"": ""FoodType.FISH""}",strict,True,True,True,PASS,,97470cf3af034a0f99de88e7
White-Headed Duck,Draw 3 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 3, ""keep"": 1}",strict,True,True,True,PASS,,3e36ab83544eeffa25c3604e
White-Throated Dipper,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card].",backend.powers.templates.strict.WhiteStorkResetTrayThenDraw,{},strict,True,True,True,PASS,,12c897b503f62f36a92beaf7
White-Throated Kingfisher,"Choose any 1 [die]. Roll it up to 3 times. Each time, if you roll a [invertebrate], [fish], or [rodent], cache 1 here. If not, stop and return all food cached here this turn.",backend.powers.templates.strict.PushYourLuckPredatorDiceCache,"{""cache_food"": ""FoodType.INVERTEBRATE"", ""cache_per_hit"": 1, ""dice_count"": 1, ""max_rolls"": 3, ""target_foods"": ""{<FoodType.RODENT: 'rodent'>, <FoodType.INVERTEBRATE: 'invertebrate'>, <FoodType.FISH: 'fish'>}""}",strict,True,True,True,PASS,,19f9fcd76298c3b5fd6bc9b2
White-Throated Swift,"Tuck 1 [card] from your hand behind this bird. If you do, lay 1 [egg] on any bird.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 0, ""food_type"": null, ""lay_count"": 1, ""tuck_count"": 1}",strict,True,True,True,PASS,,0757a29f3546d809349a9e3a
Whooping Crane,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,866054ee55022d99566ee414
Wild Turkey,,backend.powers.base.NoPower,{},strict,True,True,True,PASS,No power text on card,73f5ad5cca531a182c0cd5ef
Willet,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.",backend.powers.templates.predator.PredatorDice,"{""cache_count"": 1, ""target_food"": ""FoodType.FISH""}",strict,True,True,True,PASS,,52a545439cde2d3d6e7fc889
Willie-Wagtail,Draw 1 face-up [card] from the tray with a [bowl] or [star] nest. You may reset or refill the tray before doing so.,backend.powers.templates.strict.WillieWagtailDrawTrayNest,"{""allow_refill"": true, ""allow_reset"": true, ""allowed_nests"": ""{<NestType.BOWL: 'bowl'>, <NestType.WILD: 'wild'>}""}",strict,True,True,True,PASS,,075e74f376bb2a00fcae11a7
Willow Tit,"Cache 1 [invertebrate], [seed], or [fruit] from the birdfeeder on this bird, if there is one.",backend.powers.templates.strict.WillowTitCacheOneFromFeederOptionalResetOnAllSame,{},strict,True,True,True,PASS,,d642baac659e6609ef58735f
Wilson's Snipe,All players draw 1 [card] from the deck.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": true, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,7aa24279509b933114f98422
Wilson's Storm Petrel,"Draw 1 [card] for each empty card slot in this row. At the end of your turn, keep 1 and discard the rest.",backend.powers.templates.strict.DrawPerEmptySlotThenKeepOneAtEndTurn,"{""keep"": 1}",strict,True,True,True,PASS,,f394ec9bc6205811f666da4f
Wood Duck,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",backend.powers.templates.strict.DrawThenEndTurnDiscardFromHand,"{""discard"": 1, ""draw"": 2}",strict,True,True,True,PASS,,bb9b459eafd31ca40a296d1f
Wood Stork,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,dea7009f1a6e6feb1946a3c7
Wrybill,Look through all discarded bonus cards. Keep 1 of them.,backend.powers.templates.unique.RetrieveDiscardedBonusCard,{},strict,True,True,True,PASS,,3c9c1f7fce0ab0c6ff919eb3
Yellow Bittern,Draw the [card] in the middle slot of the bird tray.,backend.powers.templates.strict.DrawMiddleTrayCard,{},strict,True,True,True,PASS,,d15de5363239593afac45b50
Yellow-Bellied Sapsucker,Gain 1 [invertebrate] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": false, ""count"": 1, ""food_types"": [""FoodType.INVERTEBRATE""], ""you_also"": false}",strict,True,True,True,PASS,,4fc5ba6df2e57f11571625f1
Yellow-Billed Cuckoo,"When another player takes the “lay eggs” action, lay 1 [egg] on a bird with a [bowl] nest.",backend.powers.templates.strict.PinkLayEggOnTrigger,"{""nest_types"": ""{<NestType.BOWL: 'bowl'>}"", ""on_self"": false, ""require_another_bird"": false, ""target_overage"": 0, ""wingspan_lt"": null}",strict,True,True,True,PASS,,64684a4df94b431b7c619900
Yellow-Breasted Chat,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",backend.powers.templates.special.MoveBird,{},strict,True,True,True,PASS,,2e1649ba485325ef998dad90
Yellow-Headed Blackbird,"Tuck 1 [card] from your hand behind this bird. If you do, you may also lay 1 [egg] on this bird.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 0, ""food_type"": null, ""lay_count"": 1, ""tuck_count"": 1}",strict,True,True,True,PASS,,92f464d1cbece60bad7edc16
Yellow-Rumped Warbler,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 1, ""food_count"": 0, ""food_type"": null, ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,0a0cc0646e87fb372860dcc4
Yellowhammer,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",backend.powers.templates.strict.ConditionalAllActionsPlayBird,"{""habitat_filter"": null}",strict,True,True,True,PASS,,4f2961b8bb7bd414f7cf8afc
Zebra Dove,All players may discard 1 [seed] from their supply to lay 1 [egg].,backend.powers.templates.strict.AllPlayersMayDiscardFoodToLayEgg,"{""discard_food_type"": ""FoodType.SEED"", ""nest_filter"": null}",strict,True,True,True,PASS,,71f3c92597e072824d74932e
